group_id,Premise,Hypothesis,label
343,অনেকগুলো মানুষ একত্রে মিছিল করছে।,অনেকগুলো মানুষ হতে ব্যানার নিয়ে প্রতিবাদ ও মিছিল  করছে,Neutral
343,অনেকগুলো মানুষ একত্রে মিছিল করছে।,একজন মানুষ একা মিছিল করছে,Contradiction
344,অনেকগুলো পুরুষ ছেলে মিলে মিছিল করছে যাদের মাঝে সামনে কয়েকজন একটি ব্যানার ধরে হাঁটছে।,অনেকগুলো পুরুষ ছেলে আছে,Entailment
344,অনেকগুলো পুরুষ ছেলে মিলে মিছিল করছে যাদের মাঝে সামনে কয়েকজন একটি ব্যানার ধরে হাঁটছে।,অনেকগুলো পুরুষ ৬ দফার দাবিতে ব্যানার হাতে মিছিল করছে,Neutral
344,অনেকগুলো পুরুষ ছেলে মিলে মিছিল করছে যাদের মাঝে সামনে কয়েকজন একটি ব্যানার ধরে হাঁটছে।,অনেকগুলো নারী মিছিল করছে,Contradiction
345,দুইজন মানুষ দাড়িয়ে আছে।,২জন আছে,Entailment
345,দুইজন মানুষ দাড়িয়ে আছে।,২ ভাই মিলে ফল বিক্রি করছে,Neutral
345,দুইজন মানুষ দাড়িয়ে আছে।,১ জন মানুষ আছে,Contradiction
346,পাহাড়ের চূড়ায় দাড়িয়ে আছে ২ জন পুরুষ মানুষ যাদের উপরে আকাশ সুন্দর দেখাছে।,২জন পুরুষ মানুষ আছে,Entailment
346,পাহাড়ের চূড়ায় দাড়িয়ে আছে ২ জন পুরুষ মানুষ যাদের উপরে আকাশ সুন্দর দেখাছে।,২ জন বন্ধু চিম্বুক পাহাড়ের চূড়ায় দাড়িয়ে ছবি তুলছে,Neutral
346,পাহাড়ের চূড়ায় দাড়িয়ে আছে ২ জন পুরুষ মানুষ যাদের উপরে আকাশ সুন্দর দেখাছে।,২জন নারী আছে,Contradiction
347,তিনজন মানুষ কাজ করছে।,৩ জন মানুষ আছে,Entailment
347,তিনজন মানুষ কাজ করছে।,৩ জন মানুষ একটি আলমারি মেরামত করছে,Neutral
347,তিনজন মানুষ কাজ করছে।,১জন একা কাজ করছে,Contradiction
348,৩ জন পুরুষ ঝালায়ের কাজ করছে একটি জাহাজের।,৩ জন পুরুষ আছে,Entailment
348,৩ জন পুরুষ ঝালায়ের কাজ করছে একটি জাহাজের।,৩ জন মিস্ত্রি একটি ভাঙ্গা লোহার জাহাজের দেয়াল ঝালাই করে লাগাচ্ছে,Neutral
348,৩ জন পুরুষ ঝালায়ের কাজ করছে একটি জাহাজের।,৩ জন নারী ঝালাইয়ের কাজ করছে,Contradiction
349,দুইজন বালক বসে আছে।,২জন বালক আছে,Entailment
349,দুইজন বালক বসে আছে।,২জন ছোট ছেলে লেবু বিক্রি করছে,Neutral
349,দুইজন বালক বসে আছে।,২ জন মেয়ে বসে আছে,Contradiction
350,২ জন বেল পুরি বিক্রি করা  ছেলে বসে কথা বলতেসে।,২ জন ছেলে আছে,Entailment
350,২ জন বেল পুরি বিক্রি করা  ছেলে বসে কথা বলতেসে।,বেল পুরি বিক্রি শেষে ২ জন বালক গাছের নিচে বসে বিশ্রাম নিচ্ছে এবং গল্প করছে,Neutral
350,২ জন বেল পুরি বিক্রি করা  ছেলে বসে কথা বলতেসে।,২ জন নারী বসে গল্প করছে,Contradiction
351,জলাশয়ের পারে কয়েকটি শিশু দাড়িয়ে আছে।,কয়েকটি শিশু আছে,Entailment
351,জলাশয়ের পারে কয়েকটি শিশু দাড়িয়ে আছে।,গোসল করার জন্য কয়েকটি শিশু খালি গায়ে দাড়িয়ে আছে,Neutral
